time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
6.675,54.91999999999999,-17.835000000000008,23.413333333333327,0.35499999999998977,33.02499999999998,-26.943333333333328,4.151666666666671,6.561666666666667
6.685,54.92666666666668,-17.840000000000003,23.41500000000002,0.3499999999999943,33.035,-26.943333333333328,4.156666666666666,6.561666666666639
6.695,54.91999999999999,-17.836666666666673,23.414999999999992,0.3533333333333246,33.028333333333336,-26.941666666666663,4.155000000000001,6.563333333333333
6.705,54.92666666666668,-17.843333333333334,23.416666666666686,0.34833333333332916,33.03666666666666,-26.938333333333333,4.158333333333331,6.564999999999998
6.715,54.923333333333346,-17.83833333333334,23.414999999999992,0.3533333333333246,33.03,-26.938333333333333,4.156666666666666,6.566666666666663
6.725,54.92833333333334,-17.845,23.416666666666686,0.346666666666664,33.03666666666666,-26.938333333333333,4.161666666666662,6.568333333333328
6.735,54.92500000000001,-17.840000000000003,23.414999999999992,0.3499999999999943,33.028333333333336,-26.936666666666667,4.15833333333336,6.569999999999993
6.745,54.93166666666664,-17.846666666666664,23.416666666666686,0.346666666666664,33.035,-26.936666666666667,4.163333333333327,6.571666666666658
6.755,54.92500000000001,-17.84166666666667,23.416666666666686,0.3499999999999943,33.02666666666667,-26.938333333333333,4.15833333333336,6.5733333333333235
6.765,54.93666666666667,-17.849999999999994,23.41833333333335,0.34499999999999886,33.03666666666666,-26.938333333333333,4.163333333333327,6.574999999999989
6.775,54.92999999999998,-17.845,23.416666666666686,0.34833333333332916,33.03,-26.938333333333333,4.16166666666669,6.574999999999989
6.785,54.935,-17.85166666666666,23.41833333333335,0.3433333333333337,33.03666666666666,-26.938333333333333,4.166666666666657,6.576666666666654
6.795,54.92833333333331,-17.84833333333333,23.416666666666686,0.346666666666664,33.028333333333336,-26.933333333333337,4.1650000000000205,6.578333333333319
6.805,54.935,-17.853333333333325,23.41833333333335,0.34166666666664014,33.035,-26.933333333333337,4.1699999999999875,6.579999999999984
6.815,54.92833333333334,-17.850000000000023,23.41833333333335,0.34499999999999886,33.02666666666667,-26.935000000000002,4.168333333333351,6.581666666666678
6.825,54.93166666666667,-17.856666666666655,23.420000000000016,0.339999999999975,33.035,-26.933333333333337,4.173333333333318,6.583333333333343
6.835,54.92500000000001,-17.853333333333353,23.41833333333335,0.3433333333333337,33.02666666666667,-26.935000000000002,4.170000000000016,6.585000000000008
6.845,54.93000000000001,-17.86166666666665,23.420000000000016,0.339999999999975,33.03666666666666,-26.935000000000002,4.173333333333318,6.590000000000003
6.855,54.923333333333346,-17.856666666666683,23.420000000000016,0.3433333333333337,33.028333333333336,-26.933333333333337,4.170000000000016,6.591666666666669
