time, left_gate_raw, right_gate_raw
191444,437,330
191454,436,330
191464,437,330
191474,436,330
191484,436,330
191494,437,330
191504,437,329
191514,436,330
191524,436,330
191534,436,330
191544,437,329
191554,437,330
191564,436,329
191574,435,330
191584,437,329
191594,437,330
191604,437,329
191614,436,330
191624,437,329
191634,437,330
191644,436,329
191654,437,330
191664,437,329
191674,437,329
191684,437,329
191694,436,329
191704,437,329
191714,437,329
191724,437,329
191734,437,330
191744,437,329
191754,437,329
191764,437,328
191774,437,329
191784,437,328
191794,437,329
191804,436,328
191814,437,329
191824,437,329
191834,436,329
191844,436,328
191854,436,329
191864,436,327
191874,436,329
191884,437,328
191894,437,329
191904,436,328
191914,437,329
191924,437,328
191934,437,329
191944,437,328
191954,436,328
191964,437,328
191974,436,329
191984,437,328
191994,436,329
192004,437,328
192014,437,328
192024,437,328
192034,437,329
192044,437,328
192054,437,329
192064,436,328
192074,437,329
192084,437,328
192094,437,329
192104,437,328
192114,437,329
192124,437,328
192134,436,329
192144,437,328
192154,436,329
192164,436,328
192174,436,329
192184,437,328
192194,436,329
192204,436,327
192214,437,329
192224,437,329
192234,436,329
192244,436,328
192254,436,329
192264,437,328
192274,436,329
192284,437,328
192294,437,328
192304,437,329
192314,436,328
192324,436,329
192334,436,329
192344,437,328
192354,436,329
192364,436,327
192374,436,329
192384,436,328
192394,437,329
192404,436,327
192414,437,329
192424,437,328
192434,437,329
192444,436,327
192454,437,329
192464,437,328
192474,436,329
192484,437,328
192494,436,329
192504,437,329
192514,437,329
192524,437,327
192534,437,329
192544,437,328
192554,435,329
192564,437,328
192574,436,328
192584,437,328
192594,436,329
192604,436,328
192614,436,329
192624,437,328
192634,437,329
192644,437,328
192654,436,329
192664,437,328
192674,436,329
192684,437,328
192694,436,329
192704,437,328
192714,437,328
192724,436,327
192734,437,329
192744,436,328
192754,437,329
192764,437,328
192774,436,329
192784,437,328
192794,436,329
192804,437,328
192814,436,329
192824,436,328
192834,436,329
192844,437,328
192854,437,329
192864,437,328
192874,437,329
192884,437,328
192894,437,329
192904,437,328
192914,437,329
192924,437,328
192934,437,329
192944,437,328
192954,437,328
192969,436,328
192974,434,329
192984,437,329
192994,437,329
193004,437,329
193014,437,329
193024,437,328
193034,437,329
193044,437,328
193054,437,329
193064,437,328
193074,436,329
193084,437,328
193094,438,329
193104,437,328
193114,436,329
193124,437,328
193134,437,329
193144,437,328
193154,436,329
193164,437,329
193174,437,329
193184,437,329
193194,437,330
193204,437,328
193214,437,330
193224,437,329
193234,437,330
193244,437,329
193254,437,330
193264,437,329
193274,437,330
193284,437,329
193294,437,330
193304,437,329
193314,437,330
193324,437,329
193334,437,330
193344,437,329
193354,436,331
193364,437,330
193374,437,331
193384,437,330
193394,437,331
193404,437,330
193414,437,331
193424,437,330
193434,437,331
193444,437,330
193454,437,332
193464,437,330
193474,437,331
193484,437,330
193494,437,332
193504,437,331
193514,437,332
193524,438,331
193534,437,333
193544,437,331
193554,436,333
193564,437,332
193574,437,333
193584,437,332
193594,437,334
193604,437,333
193614,437,334
193624,437,333
193634,437,335
193644,437,334
193654,437,335
193664,437,333
193674,437,335
193684,438,334
193694,437,336
193704,437,335
193714,437,336
193724,437,334
193734,437,336
193744,437,335
193754,437,336
193764,437,335
193774,437,336
193784,437,335
193794,437,337
193804,437,335
193814,437,336
193824,437,335
193834,437,337
193844,437,336
193854,437,337
193864,437,336
193874,437,337
193884,437,336
193894,437,336
193904,437,335
193914,437,337
193924,436,335
193934,436,337
193944,436,336
193954,436,337
193964,436,336
193974,436,337
193984,436,336
193994,436,338
194004,436,337
194014,436,338
194024,436,338
194034,436,338
194044,436,338
194054,436,339
194064,436,339
194074,435,340
194084,435,340
194094,436,341
194104,435,340
194114,436,341
194124,435,341
194134,436,343
194144,435,341
194154,436,343
194164,436,342
194174,436,343
194184,436,342
194194,436,343
194204,436,341
194214,437,342
194224,437,340
194234,438,341
194244,438,339
194254,439,339
194264,438,338
194274,441,339
194284,442,336
194294,442,335
194304,444,334
194314,445,335
194324,446,334
194334,449,334
194344,449,332
194354,450,333
194364,452,332
194374,452,332
194384,453,330
194394,454,332
194404,454,330
194414,456,330
194424,456,329
194434,456,330
194444,456,329
194454,457,329
194464,458,328
194474,457,329
194484,456,328
194494,455,329
194504,455,328
194514,455,329
194524,455,328
194534,454,329
194544,453,328
194554,452,328
194564,452,328
194574,452,328
194584,452,327
194594,452,329
194604,451,327
194614,451,328
194624,451,327
194634,450,328
194644,450,327
194654,450,327
194664,450,327
194674,450,328
194684,450,327
194694,448,328
194704,448,327
194714,447,329
194724,447,327
194734,447,328
194744,447,327
194754,447,329
194764,447,327
194774,447,328
194784,447,328
194794,446,329
194804,447,328
194814,446,329
194824,446,328
194834,446,329
194844,446,327
194854,446,329
194864,446,328
194874,446,329
194884,446,328
194894,445,329
194904,445,328
194914,445,329
194924,445,327
194934,444,329
194944,444,328
194954,443,329
194964,443,327
194979,445,329
194984,441,328
194994,443,329
195004,443,328
195014,443,329
195024,443,328
195034,442,330
195044,443,328
195054,442,330
